DATES,FFR_SSR,DIFF(IPM),DIFF(PPI_FIN),BAA_10YMOODY,EGON_KUTTNER_NI,UNRATE,IPM,PPI_FIN,PCEND,CORELOANS,EGON_KUTTNER,YLD0200,YLD0500,YLD1000,LMRET,LMARKET
2006-09-01,5.2763,0.1253,0.6215,1.71,-0.015,4.5,457.8446,508.3886,764.8468,869.1281,-0.015,4.6603,4.5077,4.6766,349.758,349.758
2006-10-01,5.26,-0.4332,-0.3724,1.7,-0.005,4.4,457.4113,508.0161,764.1322,869.738,-0.005,4.6572,4.4872,4.6423,353.4033,353.4033
2006-11-01,5.274,0.07,1.2361,1.61,0.0,4.5,457.4814,509.2522,763.9681,870.5677,0.0,4.5687,4.3532,4.4965,355.7461,355.7461
2006-12-01,5.2362,1.5965,0.9172,1.65,0.0,4.4,459.0779,510.1694,766.1198,871.3592,0.0,4.7738,4.6006,4.7444,356.8235,356.8235
2007-01-01,5.33,-0.4974,0.6673,1.58,-0.005,4.6,458.5805,510.8367,765.7167,871.8875,-0.005,4.8697,4.7307,4.8476,358.7476,358.7476
2007-02-01,5.296,0.441,0.6028,1.55,0.0,4.5,459.0214,511.4395,765.932,872.6988,0.0,4.6016,4.4281,4.6097,357.3421,357.3421
2007-03-01,5.27,0.8097,-0.1805,1.7,0.0,4.4,459.8312,511.259,767.3311,872.7157,0.0,4.5896,4.4619,4.718,358.6287,358.6287
2007-04-01,5.232,0.7144,0.6601,1.7,0.0,4.5,460.5456,511.9191,767.5326,873.681,0.0,4.575,4.4333,4.6793,362.5336,362.5336
2007-05-01,5.2556,-0.0456,-0.5999,1.64,-0.006999999999999999,4.4,460.5,511.3192,768.3124,874.3271,-0.007,4.8813,4.768,4.9292,366.3529,366.3529
2007-06-01,5.285,0.344,0.7194,1.59,0.0,4.6,460.8439,512.0386,768.3632,874.9604,0.0,4.8475,4.8474,5.0699,364.8663,364.8663
