DATES         EFFR      LIPM  UNRATE      LPPI  BAA10YMOODY       LSM  CORELNS      ADS    LPCEND      MHF      MRR  MRR_OLD    MRRCS  MRRCS_OLD    MCGCS     EFFR_LW
4/01/2005   2.7900  454.2063  5.2000  504.3425       1.7100  330.0372   8.5510   0.2013  305.7299   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       2.818 
5/01/2005   3.0000  454.5749  5.1000  505.1777       1.8600  333.7625   8.5544   0.1318  305.1983  -0.0055   0.1342   0.1342   0.1008     0.1104   0.1473       3.005 
6/01/2005   3.0400  454.8343  5.0000  506.8275       1.8600  334.9093   8.5668   0.3360  305.6772  -0.0050   0.0752   0.0752   0.0564     0.1103   0.1370       3.35  
7/01/2005   3.2600  454.7140  5.0000  507.7671       1.7800  339.1507   8.5803   0.1462  305.5185   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       3.276 
8/01/2005   3.5000  454.9885  4.9000  506.7646       1.7000  338.5544   8.5928  -0.3784  306.2313  -0.0071  -0.0250  -0.0250  -0.0450    -0.0462  -0.0859       3.5276
9/01/2005   3.6200  453.9060  5.0000  507.3297       1.8300  339.6053   8.5990  -0.6158  305.5368   0.0450   0.0488   0.0488   0.0614     0.0447   0.0489       3.7767
10/01/2005  3.7800  455.4284  5.0000  507.8917       1.8300  337.5033   8.6067   0.2598  307.2260   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       3.852 
11/01/2005  4.0000  456.2324  5.0000  506.8275       1.8600  341.4624   8.6129   0.9571  307.4552  -0.0052   0.0348   0.0348   0.0313     0.0690   0.1001       3.9977
12/01/2005  4.1600  456.3070  4.9000  507.0789       1.8500  341.8072   8.6210   0.7907  307.6854  -0.0086  -0.0931  -0.0931  -0.0706     0.0090   0.0092       4.2185
1/01/2006   4.2900  457.1146  4.7000  507.6423       1.8200  345.7325   8.6282   0.8172  308.0603   0.0050  -0.0510  -0.0510  -0.0382     0.0540   0.0401       4.47  
2/01/2006   4.4900  456.9212  4.8000  507.7671       1.7000  345.5684   8.6365   0.4868  308.6510   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       4.496 
3/01/2006   4.5900  456.7893  4.7000  508.1404       1.6900  347.4559   8.6429   0.1665  308.1452   0.0000   0.0112   0.0112   0.0216    -0.0458   0.0068       4.7875
4/01/2006   4.7900  457.3429  4.7000  508.0161       1.6900  348.7438   8.6514  -0.1107  308.6848   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       4.778 
5/01/2006   4.9400  456.9654  4.6000  508.9446       1.6400  345.5900   8.6605  -0.5011  308.6602   0.0000   0.0481   0.0481   0.0403     0.0734   0.1295       4.9827
6/01/2006   4.9900  457.3526  4.6000  507.6423       1.6700  345.5493   8.6710  -0.3918  308.5083  -0.0150   0.1743   0.1743   0.1779     0.2333   0.3056       5.065 
7/01/2006   5.2400  457.2258  4.7000  506.6385       1.6700  345.3590   8.6812  -0.2650  309.0330   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       5.264 
8/01/2006   5.2500  457.7193  4.7000  507.7671       1.7100  347.8342   8.6892  -0.1917  308.8853  -0.0472   0.0341   0.0341   0.0236     0.0161   0.0598       5.2433
9/01/2006   5.2500  457.8446  4.5000  508.3886       1.7100  349.7580   8.6913  -0.1843  309.4451  -0.0150  -0.1017  -0.1017  -0.1193    -0.0072   0.0344       5.2763
10/01/2006  5.2500  457.4113  4.4000  508.0161       1.7000  353.4033   8.6974  -0.1993  310.3064  -0.0050  -0.1271  -0.1271  -0.1403    -0.0510  -0.0951       5.26  
11/01/2006  5.2500  457.4814  4.5000  509.2522       1.6100  355.7461   8.7057   0.0738  310.4846   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       5.274 
12/01/2006  5.2400  459.0779  4.4000  510.1694       1.6500  356.8235   8.7136   0.1680  311.5310   0.0000   0.0336   0.0336  -0.0052    -0.0091  -0.0618       5.2362
1/01/2007   5.2500  458.5805  4.6000  510.8367       1.5800  358.7476   8.7189  -0.0423  311.0792  -0.0050  -0.0557  -0.0557  -0.0797    -0.0568  -0.0015       5.33  
2/01/2007   5.2600  459.0214  4.5000  511.4395       1.5500  357.3421   8.7270   0.1247  310.7691   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       5.296 
3/01/2007   5.2600  459.8312  4.4000  511.2590       1.7000  358.6287   8.7272   0.2089  311.0939   0.0000  -0.0453  -0.0453  -0.0712     0.0016   0.0537       5.27  
4/01/2007   5.2500  460.5456  4.5000  511.9191       1.7000  362.5336   8.7368   0.1028  310.8251   0.0000   0.0000   0.0000   0.0000     0.0000   0.0000       5.232 
5/01/2007   5.2500  460.5000  4.4000  511.3192       1.6400  366.3529   8.7433  -0.0382  310.7932  -0.0070  -0.0374  -0.0374  -0.0532    -0.0222   0.0615       5.2556
6/01/2007   5.2500  460.8439  4.6000  512.0386       1.5900  364.8663   8.7496  -0.2619  310.7234   0.0000  -0.0563  -0.0563  -0.0637    -0.0110   0.0918       5.285 
7/01/2007   5.2600  461.0266  4.7000  512.7529       1.6500       NaN   8.7537      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       5.284      
8/01/2007   5.0200  460.6601  4.7000  515.0977       1.9800       NaN   8.7628      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       4.9879     
9/01/2007   4.9400  461.2347  4.7000  514.6331       2.0700       NaN   8.7733      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       4.7933     
10/01/2007  4.7600  460.9025  4.8000  515.5601       1.9500       NaN   8.7805      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       4.6        
11/01/2007  4.4900  461.4242  4.7000  515.9630       2.2500       NaN   8.7832      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       4.55       
12/01/2007  4.2400  461.5864  4.9000  516.8209       2.5500       NaN   8.7886      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       4.1207     
1/01/2008   3.9400  461.1389  4.9000  517.0484       2.8000       NaN   8.7947      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       3.24       
2/01/2008   2.9800  460.5338  4.8000  518.5149       3.0900       NaN   8.7980      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.97       
3/01/2008   2.6100  460.2428  5.1000  519.8497       3.3800       NaN   8.8041      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.221      
4/01/2008   2.2800  459.1043  5.0000  521.1670       3.2900       NaN   8.8088      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.37       
5/01/2008   1.9800  458.6796  5.5000  520.6750       3.0500       NaN   8.8071      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.058      
6/01/2008   2.0000  458.1234  5.6000  520.5654       2.9700       NaN   8.8048      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.12       
7/01/2008   2.0100  457.0070  5.8000  517.9534       3.1500       NaN   8.8042      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       2.06       
8/01/2008   2.0000  455.6402  6.2000  515.2135       3.2600       NaN   8.8048      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       1.9842     
9/01/2008   1.8100  452.0331  6.2000  513.4032       3.6300       NaN   8.8068      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       1.68       
10/01/2008  0.9700  451.4791  6.6000  514.2832       5.0600       NaN   8.8130      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       0.2933     
11/01/2008  0.3900  449.1798  6.8000  514.2248       5.6900       NaN   8.8100      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       0.566      
12/01/2008  0.1600  445.6759  7.2000  513.2853       6.0100       NaN   8.8038      NaN       NaN      NaN      NaN      NaN      NaN        NaN      NaN       0.1145     
