export_date,res_1,res_2,res_3,res_4
3/01/2002,-.1692402217717746,-.154561486867086,-.2656649069571091,-.2041938596742163
4/01/2002,0,0,0,0
5/01/2002,.0292667482115878,.0495540969680784,.0351932634378764,.0613022040437077
6/01/2002,-.0055131110869459,.0415241686075886,.1103742757627146,.1507791486253498
7/01/2002,0,0,0,0
8/01/2002,.0434055175061717,.093659047152449,-.0597641620649334,.0466589112143949
9/01/2002,-.1561742764814524,-.064844534438923,-.1258164596807734,.0243153280907165
10/01/2002,0,0,0,0
11/01/2002,-.3022650615606151,-.2082681389658351,-.3855118301141198,-.2516751781684539
12/01/2002,.0433417204297488,.1092757621645895,.1453553488093995,.1991156918795798
1/01/2003,-.009986368839024,.0529153202443716,.0326269961366688,.1208367550632117
2/01/2003,0,0,0,0
3/01/2003,.1195659210184366,.1550107069969497,.049741479913233,.125719560804511
4/01/2003,0,0,0,0
5/01/2003,.0605084073155629,.06417112647763,.1065980123690546,.111249328003975
6/01/2003,-.008291542896372,.001032392687546,.0082370802604383,.0047211001545737
7/01/2003,0,0,0,0
8/01/2003,.0826595190404539,.0700311670642527,-.0113632650971434,-.0161769312473226
9/01/2003,-.1022713139886626,-.0989496666463498,-.0908115219257659,-.0836705470986274
10/01/2003,-.1158091763251239,-.1140600902526422,-.1109519925861391,-.1272124691195937
11/01/2003,0,0,0,0
12/01/2003,-.1678270817819342,-.1707841854134666,-.1307691009478873,-.1588756908158866
1/01/2004,-.1070907032827253,-.1286892867463764,-.079626915146279,-.11850730533649
2/01/2004,0,0,0,0
3/01/2004,-.1156406618950448,-.1592830038208967,-.0187235939264723,-.0613165886893112
4/01/2004,0,0,0,0
5/01/2004,-.1032957261748622,-.157040471135158,-.061127537292569,-.1428223396609332
6/01/2004,.015235685815651,-.0176554824352033,.0753343114868823,.0126504244087675
7/01/2004,0,0,0,0
8/01/2004,-.0180420401138798,-.0313805170000632,-.034801545338591,-.0500490546424186
9/01/2004,.0601066832657555,.03976705983322,.0095983232152836,-.0063031339562216
10/01/2004,0,0,0,0
11/01/2004,.1979954777703545,.1505047079632785,.0921397657359257,.0562555850201063
12/01/2004,.1020523948893948,.0566323012721022,.0889195902888118,.0521164792695821
1/01/2005,0,0,0,0
2/01/2005,.0549179005589393,.0022167829861305,.0620104001227455,.0156732202496994
3/01/2005,.098658012689365,.0550434763277683,.0626621200706032,-.0051364906875562
4/01/2005,0,0,0,0
5/01/2005,.134213001102698,.100796381738821,.1980804259062605,.1473381869099604
6/01/2005,.0751675901330661,.0563670252897214,.1540831274244661,.137045190501516
7/01/2005,0,0,0,0
8/01/2005,-.0249521387999073,-.0450437106756922,-.0867533529334441,-.085890306822086
9/01/2005,.0487629484349503,.0613564423215904,.0421982185440606,.0489328397608664
10/01/2005,0,0,0,0
11/01/2005,.0347625101056341,.031307765799364,.0969367443051388,.1000613159352395
12/01/2005,-.0931180949697945,-.0706353929963053,-.0261805507637964,.0092027633893874
1/01/2006,-.0509740474916233,-.0382049602779621,.0049096644449778,.0400948260027878
2/01/2006,0,0,0,0
3/01/2006,.0112427938216506,.0215738986368427,-.02217443508711,.0068271393676049
4/01/2006,0,0,0,0
5/01/2006,.0481030519480487,.0403036336623452,.1433182315238328,.1294603714884293
6/01/2006,.1743103095815371,.1778717824038454,.3315726458826544,.305618378841702
7/01/2006,0,0,0,0
8/01/2006,.0340533884268114,.0236083896037026,.0860556117185078,.0597640905834265
9/01/2006,-.1016746951586172,-.1193002671557449,.061525520960835,.0344180454214271
10/01/2006,-.1270783667510592,-.1402618337055255,-.109607283591707,-.0951276124131493
11/01/2006,0,0,0,0
12/01/2006,.0335896278509831,-.0051592610727124,-.0567711846326269,-.0618105452258373
1/01/2007,-.0557158869891441,-.0797498065991235,.0326204205279446,-.0014585966907497
2/01/2007,0,0,0,0
3/01/2007,-.0452928113069038,-.0711943326179389,.078855608792356,.0536524360428405
4/01/2007,0,0,0,0
5/01/2007,-.0373984938470805,-.0531842693514032,.097045872994606,.0615136930881643
6/01/2007,-.0563212227624943,-.0636768056090424,.1444239182674014,.0918210032180724
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
./01/.,0,0,0,0
